ARTIST,ALBUM,SONG_NAME,DATE,TIME_gmt,TIME_ist
Jefferson Airplane,Surrealistic Pillow,White Rabbit,25-12-2020,7:47:00,13:17:00
The Weeknd,After Hours,Save Your Tears,19-11-2020,7:47:00,13:17:00
The Weeknd,After Hours,Too Late,08-11-2020,7:47:00,13:17:00
Giant Rooks,Rookery,All We Are,26-10-2020,7:47:00,13:17:00
The Weeknd,After Hours,Too Late,20-10-2020,7:47:00,13:17:00
HMS Morris,Inspirational Talks,Phenomenal Impossible,27-09-2020,7:47:00,13:17:00
Ekali,Babylon (feat. Denzel Curry) [Remixes],Babylon (feat. Denzel Curry) - Skrillex & Ronny J Remix,17-04-2020,7:47:00,13:17:00
Omri,Redo Undo,Redo Undo,14-03-2020,7:47:00,13:17:00
Aaron Smith,Dancin (feat. Luvli) [KRONO Remix],Dancin (feat. Luvli) - Krono Remix,01-03-2020,7:47:00,13:17:00
Owl City,Ocean Eyes,Fireflies,09-01-2020,7:47:00,13:17:00
Poets of the Fall,Carnival of Rust,Carnival of Rust,29-12-2019,7:47:00,13:17:00
Monma,Sneakers,Sneakers,29-10-2019,7:47:00,13:17:00
Röyksopp,Melody A.M.,So Easy,07-01-2022,7:48:00,13:18:00
Siames,Home,Summer Nights,28-11-2021,7:48:00,13:18:00
Omri,Redo Undo,Redo Undo,12-06-2021,7:48:00,13:18:00
Magic Man,Before The Waves,Waves,04-06-2021,7:48:00,13:18:00
Foster the People,Lamb's Wool,Lamb's Wool,13-05-2021,7:48:00,13:18:00
Magic Man,Before The Waves,Waves,12-05-2021,7:48:00,13:18:00
Danger,??,11:02,12-03-2021,7:48:00,13:18:00
The Chain Gang of 1974,The Music of Grand Theft Auto V Vol. 1: Original Music,Sleepwalking,06-03-2021,7:48:00,13:18:00
Okta Logue,Tales Of Transit City,Transit,16-11-2020,7:48:00,13:18:00
You Me at Six,VI,Back Again,05-09-2020,7:48:00,13:18:00
ODESZA,A Moment Apart,A Moment Apart,30-08-2020,7:48:00,13:18:00
Apashe,Renaissance,Lord & Master,19-04-2020,7:48:00,13:18:00
Joji,BALLADS 1,SLOW DANCING IN THE DARK,17-04-2020,7:48:00,13:18:00
Mick Gordon,DOOM (Original Game Soundtrack),BFG Division,12-04-2020,7:48:00,13:18:00
Knife Party,,Power Glove,28-02-2020,7:48:00,13:18:00
Engelwood,Crust Fm,crystal dolphin,23-02-2020,7:48:00,13:18:00
bbno$,i don't care at all,gone,30-11-2019,7:48:00,13:18:00
RL Grime,Formula,Formula,29-11-2019,7:48:00,13:18:00
The Weeknd,Dawn FM,Less Than Zero,08-01-2022,7:49:00,13:19:00
Speck Joliet,Sophomore,Time Frame,22-12-2021,7:49:00,13:19:00
Gorillaz,Humanz (Deluxe),Saturnz Barz (feat. Popcaan),22-06-2021,7:49:00,13:19:00
Oasis,(What's the Story) Morning Glory? [Remastered],Wonderwall - Remastered,09-06-2021,7:49:00,13:19:00
Okta Logue,Transit EP,Transit,08-05-2021,7:49:00,13:19:00
Gorillaz,Humanz (Deluxe),Saturnz Barz (feat. Popcaan),01-05-2021,7:49:00,13:19:00
The Weeknd,The Highlights,I Feel It Coming,18-04-2021,7:49:00,13:19:00
The Weeknd,After Hours,Blinding Lights,12-02-2021,7:49:00,13:19:00
The Revivalists,Take Good Care,Change,08-02-2021,7:49:00,13:19:00
HMS Morris,Inspirational Talks,Phenomenal Impossible,12-01-2021,7:49:00,13:19:00
Omri,Many Of One,Many Of One,12-01-2021,7:49:00,13:19:00
Mick Gordon,DOOM (Original Game Soundtrack),BFG Division,01-11-2020,7:49:00,13:19:00
Danger,??,19:00,01-11-2020,7:49:00,13:19:00
Cyneyand Bellrry,Miles Of Poverty,Miles Of Poverty,16-09-2020,7:49:00,13:19:00
Giant Rooks,Rookery,All We Are,31-08-2020,7:49:00,13:19:00
The Weeknd,After Hours,Scared to Live,22-03-2020,7:49:00,13:19:00
Metric,Fantasies,Satellite Mind,05-01-2020,7:49:00,13:19:00
Metric,Fantasies,Satellite Mind,05-01-2020,7:49:00,13:19:00
ASIAN KUNG-FU GENERATION,Sol-fa,Rewrite,28-12-2019,7:49:00,13:19:00
koste,Quicksand,Quicksand,15-12-2019,7:49:00,13:19:00
Eminem,Recovery,Not Afraid,08-12-2019,7:49:00,13:19:00
Logic,Keanu Reeves,Keanu Reeves,02-12-2019,7:49:00,13:19:00
Orca Vibes,Few are true,Intuition,29-10-2019,7:49:00,13:19:00
The Weeknd,Dawn FM,Sacrifice,13-01-2022,7:50:00,13:20:00
The Chain Gang of 1974,Daydream Forever,Sleepwalking,04-11-2021,7:50:00,13:20:00
Joji,Gimme Love,Run,15-09-2021,7:50:00,13:20:00
The Weeknd,My Dear Melancholy,Call Out My Name,10-06-2021,7:50:00,13:20:00
Peach Pit,Being so Normal,Alrighty Aphrodite,08-05-2021,7:50:00,13:20:00
Foster the People,Lamb's Wool,Lamb's Wool,17-04-2021,7:50:00,13:20:00
Mick Gordon,DOOM (Original Game Soundtrack),BFG Division,11-02-2021,7:50:00,13:20:00
Hikaru Utada,Face my Fears,Face My Fears (English Version),03-11-2020,7:50:00,13:20:00
The Reputations,Electric Power,Electric Power,19-09-2020,7:50:00,13:20:00
Cyneyand Bellrry,Miles Of Poverty,Horny Destruction,16-09-2020,7:50:00,13:20:00
Radiohead,Pablo Honey,Creep,16-04-2020,7:50:00,13:20:00
Poets of the Fall,Carnival of Rust,Carnival of Rust,27-03-2020,7:50:00,13:20:00
koste,Quicksand,Quicksand,21-03-2020,7:50:00,13:20:00
Omri,Redo Undo,Redo Undo,06-03-2020,7:50:00,13:20:00
bbno$,i don't care at all,gone,23-02-2020,7:50:00,13:20:00
Halogen,U Got That,U Got That,12-01-2020,7:50:00,13:20:00
slushii,Sober,Sober,09-01-2020,7:50:00,13:20:00
koste,Quicksand,Quicksand,20-12-2019,7:50:00,13:20:00
Röyksopp,Melody A.M.,Eple,07-01-2022,7:51:00,13:21:00
Welshly Arms,Legendary,Legendary,28-11-2021,7:51:00,13:21:00
Siames,Home,Summer Nights,07-11-2021,7:51:00,13:21:00
Temples,Paraphernalia,Paraphernalia,01-07-2021,7:51:00,13:21:00
Omri,Many Of One,Many Of One,28-02-2021,7:51:00,13:21:00
ufo ufo,Strange Clouds,Strange Clouds,07-12-2020,7:51:00,13:21:00
The Weeknd,After Hours,Save Your Tears,19-11-2020,7:51:00,13:21:00
Mick Gordon,DOOM (Original Game Soundtrack),BFG Division,08-11-2020,7:51:00,13:21:00
League of Legends,Legends Never Die,Legends Never Die,26-10-2020,7:51:00,13:21:00
ODESZA,A Moment Apart,A Moment Apart,20-10-2020,7:51:00,13:21:00
Apashe,Requiem,Majesty,05-09-2020,7:51:00,13:21:00
ALEX&RUS,????? ??????,????? ??????,19-01-2020,7:51:00,13:21:00
Confetti,Rob A Bank,Rob A Bank,10-01-2020,7:51:00,13:21:00
Logic,Everybody,1-800-273-8255,04-01-2020,7:51:00,13:21:00
Eminem,Recovery,Not Afraid,30-11-2019,7:51:00,13:21:00
bbno$,i don't care at all,gone,30-11-2019,7:51:00,13:21:00
Logic,Bobby Tarantino II,Everyday,28-11-2019,7:51:00,13:21:00
Nivro,Hatred,Hatred,20-11-2019,7:51:00,13:21:00
Milkz,Digital Nomad,astray,29-10-2019,7:51:00,13:21:00
Foster the People,Lamb's Wool,Lamb's Wool,22-06-2021,7:52:00,13:22:00
The Chain Gang of 1974,Daydream Forever,Sleepwalking,12-06-2021,7:52:00,13:22:00
Honors,Feel Better,Over,04-06-2021,7:52:00,13:22:00
Keys N Krates,Solow,I Just Can't Deny,13-05-2021,7:52:00,13:22:00
Peach Pit,Being so Normal,Alrighty Aphrodite,12-05-2021,7:52:00,13:22:00
Peach Pit,Being so Normal,Alrighty Aphrodite,01-05-2021,7:52:00,13:22:00
Danger,??,19:00,12-03-2021,7:52:00,13:22:00
The Chain Gang of 1974,The Music of Grand Theft Auto V Vol. 1: Original Music,Sleepwalking,06-03-2021,7:52:00,13:22:00
Speck Joliet,Sophomore,Time Frame,06-03-2021,7:52:00,13:22:00
Kendrick Lamar,DAMN.,HUMBLE.,12-02-2021,7:52:00,13:22:00
The Reputations,Electric Power,Electric Power,19-12-2020,7:52:00,13:22:00
Gorillaz,Song Machine Season One: Strange Timez (Deluxe),How Far? (feat. Tony Allen and Skepta),14-11-2020,7:52:00,13:22:00
Sarah Shook & the Disarmers,Years,What It Takes,27-09-2020,7:52:00,13:22:00
Rhye,Woman,Open,23-09-2020,7:52:00,13:22:00
Enric Lerimore,Glittering Progress,Glittering Progress,16-09-2020,7:52:00,13:22:00
Danger,??,0:59,30-08-2020,7:52:00,13:22:00
Linkin Park,Hybrid Theory (Bonus Edition),In the End,17-04-2020,7:52:00,13:22:00
Surfaces,Where the Light Is,Sunday Best,12-04-2020,7:52:00,13:22:00
The Weeknd,After Hours,In Your Eyes,22-03-2020,7:52:00,13:22:00
bbno$,i don't care at all,gone,29-12-2019,7:52:00,13:22:00
Post Malone,Hollywood's Bleeding,Goodbyes (feat. Young Thug),07-12-2019,7:52:00,13:22:00
ODESZA,A Moment Apart,A Moment Apart,29-11-2019,7:52:00,13:22:00
Avicii,Levels,Levels - Original Version,12-11-2019,7:52:00,13:22:00
Chill Children,Jhfly,Love Rework,29-10-2019,7:52:00,13:22:00
Apashe,Distance,Distance,13-01-2022,7:53:00,13:23:00
Apashe,Distance,Distance,08-01-2022,7:53:00,13:23:00
Kaleo,A/B,No Good,03-01-2022,7:53:00,13:23:00
Giant Rooks,Rookery,All We Are,15-09-2021,7:53:00,13:23:00
Ian Brown,My Way,Stellify,08-05-2021,7:53:00,13:23:00
Armin Kennedy,Powerglide,POWERGLIDE,08-04-2021,7:53:00,13:23:00
Klaatu Suuns,Panoramas,Panoramas,08-02-2021,7:53:00,13:23:00
Tame Impala,The Slow Rush,Borderline,07-12-2020,7:53:00,13:23:00
The Weeknd,After Hours,Too Late,03-11-2020,7:53:00,13:23:00
The Toxic Avenger,Globe Vol. 3,Spaced,01-11-2020,7:53:00,13:23:00
Circa Waves,Lemonade,Lemonade,25-09-2020,7:53:00,13:23:00
Joji,Gimme Love,Gimme Love,19-09-2020,7:53:00,13:23:00
You Me at Six,VI,Back Again,31-08-2020,7:53:00,13:23:00
Engelwood,Crust Fm,crystal dolphin,14-03-2020,7:53:00,13:23:00
MISSIO,Sing To Me,Sing To Me,28-02-2020,7:53:00,13:23:00
Halsey,You should be sad,You should be sad,19-01-2020,7:53:00,13:23:00
ODESZA,A Moment Apart,A Moment Apart,12-01-2020,7:53:00,13:23:00
8 Graves,Black,Numb,10-01-2020,7:53:00,13:23:00
Kendrick Lamar,good kid m.A.A.d city (Deluxe),m.A.A.d city,05-01-2020,7:53:00,13:23:00
Logic,Everybody,1-800-273-8255,05-01-2020,7:53:00,13:23:00
Santana,Dar um Jeito (We Will Find a Way) [The Official 2014 FIFA World Cup Anthem],Dar um Jeito (We Will Find a Way) [The Official 2014 FIFA World Cup Anthem],28-12-2019,7:53:00,13:23:00
The Weeknd,Heartless,Heartless,15-12-2019,7:53:00,13:23:00
Post Malone,Hollywood's Bleeding,Saint-Tropez,08-12-2019,7:53:00,13:23:00
Eminem,Relapse,Beautiful,02-12-2019,7:53:00,13:23:00
Hundredth,Somewhere Nowhere,Bottle It Up,19-11-2021,7:54:00,13:24:00
The Weeknd,After Hours,Blinding Lights,07-11-2021,7:54:00,13:24:00
Risking Nostalgia,Risking Nostalgia - EP,Hunger,04-11-2021,7:54:00,13:24:00
Green Day,21st Century Breakdown,21 Guns,09-06-2021,7:54:00,13:24:00
Evanescence,Fallen,Bring Me to Life,17-04-2021,7:54:00,13:24:00
HMS Morris,Inspirational Talks,Phenomenal Impossible,14-11-2020,7:54:00,13:24:00
The Weeknd,After Hours,After Hours,27-09-2020,7:54:00,13:24:00
Enric Lerimore,Glittering Progress,Heart Of Heart,16-09-2020,7:54:00,13:24:00
TroyBoi,MMMM,Mmmm,16-04-2020,7:54:00,13:24:00
Magic Man,Before The Waves,Waves,27-03-2020,7:54:00,13:24:00
Welshly Arms,No Place Is Home,Legendary,06-03-2020,7:54:00,13:24:00
Welshly Arms,Legendary,Legendary,09-01-2020,7:54:00,13:24:00
Kendrick Lamar,DAMN.,HUMBLE.,20-12-2019,7:54:00,13:24:00
A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),Wild For The Night (feat. Skrillex & Birdy Nam Nam),07-12-2019,7:54:00,13:24:00
The Weeknd,Starboy,I Feel It Coming,28-11-2019,7:54:00,13:24:00
RUDE,Eternal Youth,Forever Lotus,20-11-2019,7:54:00,13:24:00
Joji,Daylight,Daylight,22-12-2021,7:55:00,13:25:00
MISSIO,Sing To Me,Sing To Me,28-11-2021,7:55:00,13:25:00
The Chain Gang of 1974,Daydream Forever,Sleepwalking,10-08-2021,7:55:00,13:25:00
Temples,Paraphernalia,Paraphernalia,17-06-2021,7:55:00,13:25:00
Gorillaz,Humanz (Deluxe),Saturnz Barz (feat. Popcaan),12-06-2021,7:55:00,13:25:00
Ian Brown,My Way,Stellify,12-05-2021,7:55:00,13:25:00
J,Alleyways,Alleyways,28-02-2021,7:55:00,13:25:00
The Weeknd,After Hours,Scared to Live,12-02-2021,7:55:00,13:25:00
Tame Impala,The Slow Rush,Borderline,19-12-2020,7:55:00,13:25:00
League of Legends,Legends Never Die,Legends Never Die,26-10-2020,7:55:00,13:25:00
