ARTIST,ALBUM,SONG_NAME,DATE,TIME_gmt,TIME_ist
David Dallas,Runnin' - Single,Runnin',04-06-2021,18:22:00,23:52:00
Stereolab,Household Names,Household Names,12-02-2021,18:22:00,23:52:00
J,Alleyways,Alleyways,26-01-2021,18:22:00,23:52:00
Sir Sly,Don't You Worry Honey,Astronaut,16-01-2021,18:22:00,23:52:00
Vorsa,Avoiding,Avoiding,03-12-2020,18:22:00,23:52:00
Tame Impala,Posthumous Forgiveness,Posthumous Forgiveness,25-10-2020,18:22:00,23:52:00
Skrillex,Recess,Ragga Bomb,12-04-2020,18:22:00,23:52:00
MISSIO,The Darker the Weather // The Better the Man,Audi A4,10-02-2020,18:22:00,23:52:00
slushii,Sober,Sober,27-01-2020,18:22:00,23:52:00
Imagine Dragons,Evolve,Whatever It Takes,13-10-2019,18:22:00,23:52:00
ODESZA,A Moment Apart,Everything At Your Feet (feat. The Chamanas),22-11-2021,18:23:00,23:53:00
Swedish House Mafia,Moth to a Flame,Moth to a Flame (with The Weeknd),23-10-2021,18:23:00,23:53:00
Ian Brown,My Way,Stellify,18-05-2021,18:23:00,23:53:00
Lewis Capaldi,Divinely Uninspired to a Hellish Extent,Someone You Loved,21-03-2021,18:23:00,23:53:00
Sir Sly,You Haunt Me,Ghost,23-02-2021,18:23:00,23:53:00
Danger,??,11:02,27-12-2020,18:23:00,23:53:00
KISNOU,Invictus,Invictus,19-11-2020,18:23:00,23:53:00
The Weeknd,After Hours,Too Late,10-11-2020,18:23:00,23:53:00
Joji,Gimme Love,Run,01-10-2020,18:23:00,23:53:00
Danger,??,19:00,11-09-2020,18:23:00,23:53:00
The Chain Gang of 1974,The Music of Grand Theft Auto V Vol. 1: Original Music,Sleepwalking,11-09-2020,18:23:00,23:53:00
Apashe,The Good The Bad & The Fake,Good News,27-03-2020,18:23:00,23:53:00
Owl City,Ocean Eyes,Fireflies,09-02-2020,18:23:00,23:53:00
Layto,Little Poor Me,Little Poor Me,07-02-2020,18:23:00,23:53:00
Tame Impala,Currents,The Less I Know the Better,03-02-2020,18:23:00,23:53:00
Honors,Feel Better,Over,22-01-2020,18:23:00,23:53:00
MISSIO,Sing To Me,Sing To Me,14-01-2020,18:23:00,23:53:00
Post Malone,Stoney (Deluxe),Congratulations,06-12-2019,18:23:00,23:53:00
Marshmello,Silence (Slushii Remix),Silence - Slushii Remix,05-11-2019,18:23:00,23:53:00
Delayde,finding solitude,a brief goodbye,29-10-2019,18:23:00,23:53:00
Post Malone,Hollywood's Bleeding,Die for Me (feat. Future & Halsey),17-10-2019,18:23:00,23:53:00
Arshaq Malik,Pick It Up,Pick It Up,15-10-2019,18:23:00,23:53:00
Imagine Dragons,Evolve,Whatever It Takes,14-10-2019,18:23:00,23:53:00
Logic,Keanu Reeves,Keanu Reeves,11-10-2019,18:23:00,23:53:00
Sting,Arcane League of Legends (Soundtrack from the Animated Series),What Could Have Been feat. Ray Chen (from the series Arcane League of Legends),12-12-2021,18:24:00,23:54:00
Hundredth,Somewhere Nowhere,Bottle It Up,30-11-2021,18:24:00,23:54:00
Jungle,Talk About It,Talk About It,30-11-2021,18:24:00,23:54:00
Kadhja Bonet,Childqueen,Wings,21-09-2021,18:24:00,23:54:00
The Weeknd,Starboy,I Feel It Coming,12-08-2021,18:24:00,23:54:00
Temples,Paraphernalia,Paraphernalia,01-06-2021,18:24:00,23:54:00
Bula,?????,?????,27-03-2021,18:24:00,23:54:00
The Weeknd,After Hours,In Your Eyes,11-02-2021,18:24:00,23:54:00
Risking Nostalgia,Risking Nostalgia - EP,Hunger,04-12-2020,18:24:00,23:54:00
Banners,Where The Shadow Ends,Got It In You,14-11-2020,18:24:00,23:54:00
Sarah Shook & the Disarmers,Years,What It Takes,18-09-2020,18:24:00,23:54:00
TroyBoi,MMMM,Mmmm,07-04-2020,18:24:00,23:54:00
The Weeknd,After Hours (Deluxe),Too Late,05-04-2020,18:24:00,23:54:00
Daft Punk,Discovery,Harder Better Faster Stronger,04-04-2020,18:24:00,23:54:00
Hippie Sabotage,Drifter,DRIFTER,02-04-2020,18:24:00,23:54:00
Spock,Banger ID,Banger ID,09-03-2020,18:24:00,23:54:00
koste,Quicksand,Quicksand,02-03-2020,18:24:00,23:54:00
FelMax,Chapel,Chapel,29-02-2020,18:24:00,23:54:00
Layto,Houndin,Houndin,28-02-2020,18:24:00,23:54:00
Justice (KLOUD Remix),Justice - Genesis,Justice - Genesis (KLOUD Remix),25-02-2020,18:24:00,23:54:00
Besomorph,Back to Black,Back to Black,19-02-2020,18:24:00,23:54:00
Layto,Little Poor Me,Little Poor Me,11-02-2020,18:24:00,23:54:00
Aaron Smith,Dancin (feat. Luvli) [KRONO Remix],Dancin (feat. Luvli) - Krono Remix,01-02-2020,18:24:00,23:54:00
Welshly Arms,Legendary,Legendary,23-01-2020,18:24:00,23:54:00
Eminem,Music to Be Murdered By,You Gon? Learn (feat. Royce Da 5'9 & White Gold),18-01-2020,18:24:00,23:54:00
Halogen,U Got That,U Got That,09-01-2020,18:24:00,23:54:00
Hiboky,Opposite Life,Opposite Life,16-12-2019,18:24:00,23:54:00
Ghostemane,Human Err0r,To Whom It May Concern,15-12-2019,18:24:00,23:54:00
Mellowdrone,Box,Amazing,07-11-2019,18:24:00,23:54:00
Teminite,Unstoppable,Unstoppable,15-10-2019,18:24:00,23:54:00
Peach Pit,Being so Normal,Alrighty Aphrodite,07-04-2021,18:25:00,23:55:00
The Neighbourhood,I'm Sorry...,Wires,04-03-2021,18:25:00,23:55:00
Banners,Where The Shadow Ends,Got It In You,31-10-2020,18:25:00,23:55:00
Kygo,Born To Be Yours,Born To Be Yours,10-02-2020,18:25:00,23:55:00
Layto,Little Poor Me,Little Poor Me,07-02-2020,18:25:00,23:55:00
Hippie Sabotage,Drifter,DRIFTER,19-12-2019,18:25:00,23:55:00
Mura Kami,Moonlight and Blueberries,moonlight and blueberries,29-10-2019,18:25:00,23:55:00
Marshmello,Silence (Slushii Remix),Silence - Slushii Remix,13-10-2019,18:25:00,23:55:00
B.o.B,B.o.B Presents: The Adventures of Bobby Ray,Airplanes Pt. II (feat. Eminem & Hayley Williams of Paramore),04-06-2021,18:26:00,23:56:00
Boney M.,Daddy Cool,Rasputin,04-04-2021,18:26:00,23:56:00
Alfie Templeman,Sunday Morning Cereal,Stop Thinking (About Me),31-03-2021,18:26:00,23:56:00
Rhye,Woman,Open,23-02-2021,18:26:00,23:56:00
Danger,??,11:02,02-01-2021,18:26:00,23:56:00
Circa Waves,Sad Happy,Sad Happy,16-11-2020,18:26:00,23:56:00
DTSQ,Neon-Coloured Milky Way,Air My Skin,25-10-2020,18:26:00,23:56:00
The Weeknd,Heartless,Heartless,01-10-2020,18:26:00,23:56:00
The Weeknd,After Hours,Blinding Lights,26-09-2020,18:26:00,23:56:00
J,Alleyways,Alleyways,05-09-2020,18:26:00,23:56:00
The Weeknd,After Hours (Deluxe),Too Late,12-04-2020,18:26:00,23:56:00
Teminite,Uprising,Monster,09-03-2020,18:26:00,23:56:00
Daft Punk,Random Access Memories,Instant Crush (feat. Julian Casablancas),28-02-2020,18:26:00,23:56:00
Tsumyoki,Rest in Suicide,Rest in Suicide,08-02-2020,18:26:00,23:56:00
Eminem,Music to Be Murdered By,You Gon? Learn (feat. Royce Da 5'9 & White Gold),27-01-2020,18:26:00,23:56:00
Generdyn,Chronicles,Stand Alone (feat. Zayde Wølf),14-01-2020,18:26:00,23:56:00
8 Graves,Black,Numb,09-01-2020,18:26:00,23:56:00
Magic Man,Before The Waves,Paris,16-12-2019,18:26:00,23:56:00
Awolnation,Megalithic Symphony,Sail,11-10-2019,18:26:00,23:56:00
Kadhja Bonet,Childqueen,Wings,30-11-2021,18:27:00,23:57:00
QSTN,Favela,Osanha,14-08-2021,18:27:00,23:57:00
The Drums,Portamento,Money,13-08-2021,18:27:00,23:57:00
Banners,Where The Shadow Ends,Got It In You,27-12-2020,18:27:00,23:57:00
The Weeknd,After Hours,After Hours,18-12-2020,18:27:00,23:57:00
P.T. Adamczyk,Cyberpunk 2077 - Original Score,Code Red Initiated,13-12-2020,18:27:00,23:57:00
Joji,Daylight,Daylight,11-11-2020,18:27:00,23:57:00
MISSIO,Sing To Me,Sing To Me,10-11-2020,18:27:00,23:57:00
Giant Rooks,Rookery,All We Are,11-09-2020,18:27:00,23:57:00
Apashe,Distance,Distance,07-04-2020,18:27:00,23:57:00
Exyl,Ping!,Ping!,29-02-2020,18:27:00,23:57:00
Take/Five,Schism,Schism,19-02-2020,18:27:00,23:57:00
Halogen,U Got That,U Got That,11-02-2020,18:27:00,23:57:00
MISSIO,Sing To Me,Sing To Me,09-02-2020,18:27:00,23:57:00
Ghostemane,PLAGUES,Andromeda,15-12-2019,18:27:00,23:57:00
Ranveer Singh,Gully Boy,Apna Time Aayega,06-12-2019,18:27:00,23:57:00
RUDE,Eternal Youth,Forever Lotus,14-11-2019,18:27:00,23:57:00
Parimal Shais,Kumari Kandam Traps Vol. I,Pharmaceutical,11-11-2019,18:27:00,23:57:00
nohidea,Esuna,restless [w. philanthrope],29-10-2019,18:27:00,23:57:00
PewDiePie,bitch lasagna,bitch lasagna,25-10-2019,18:27:00,23:57:00
Teminite,Unstoppable,Unstoppable,17-10-2019,18:27:00,23:57:00
B.o.B,B.o.B Presents: The Adventures of Bobby Ray,Airplanes,12-10-2019,18:27:00,23:57:00
Meltt,Swim Slowly,On Your Own,27-11-2021,18:28:00,23:58:00
Swedish House Mafia,Moth to a Flame,Moth to a Flame (with The Weeknd),04-11-2021,18:28:00,23:58:00
Mild Orange,Foreplay,Mysight,27-05-2021,18:28:00,23:58:00
Foster the People,Lamb's Wool,Lamb's Wool,27-03-2021,18:28:00,23:58:00
MGMT,Oracular Spectacular,Electric Feel,15-03-2021,18:28:00,23:58:00
The Weeknd,After Hours,After Hours,11-02-2021,18:28:00,23:58:00
Hikaru Utada,Face my Fears,Face My Fears (English Version),18-01-2021,18:28:00,23:58:00
The 5:55,The Five Fifty Five,The Edge,16-01-2021,18:28:00,23:58:00
Speck Joliet,Sophomore,Time Frame,01-12-2020,18:28:00,23:58:00
Tame Impala,The Slow Rush,Borderline,13-11-2020,18:28:00,23:58:00
The Weeknd,After Hours,Blinding Lights,29-10-2020,18:28:00,23:58:00
Tame Impala,The Slow Rush,Borderline,26-10-2020,18:28:00,23:58:00
Tame Impala,Currents,The Less I Know the Better,05-09-2020,18:28:00,23:58:00
Gorillaz,Humanz (Deluxe),Saturnz Barz (feat. Popcaan),05-04-2020,18:28:00,23:58:00
Ekali,Babylon (feat. Denzel Curry) [Remixes],Babylon (feat. Denzel Curry) - Skrillex & Ronny J Remix,04-04-2020,18:28:00,23:58:00
The Weeknd,After Hours,In Your Eyes,27-03-2020,18:28:00,23:58:00
SMLE,Chasing Channels,Haunted,23-01-2020,18:28:00,23:58:00
Mabanua,MEGALOBOX2ORIGINAL SOUNDTRACK,El canto del Colibrí,05-08-2021,18:29:00,23:59:00
Omri,Redo Undo,Redo Undo,01-06-2021,18:29:00,23:59:00
Tame Impala,The Slow Rush,Borderline,07-04-2021,18:29:00,23:59:00
Oasis,(What's the Story) Morning Glory? [Remastered],Wonderwall - Remastered,04-04-2021,18:29:00,23:59:00
The Weeknd,After Hours,After Hours,31-10-2020,18:29:00,23:59:00
HMS Morris,Inspirational Talks,Phenomenal Impossible,18-09-2020,18:29:00,23:59:00
Calvin Harris,Over Now (with The Weeknd),Over Now (with The Weeknd),29-08-2020,18:29:00,23:59:00
xo sad,Follow U (Champions Cup Anthem),Follow U - Champions Cup Anthem,07-02-2020,18:29:00,23:59:00
koste,Quicksand,Quicksand,18-01-2020,18:29:00,23:59:00
Magic Man,Before The Waves,Waves,14-01-2020,18:29:00,23:59:00
Hippie Sabotage,Options,Options,21-12-2019,18:29:00,23:59:00
slushii,Sober,Sober,19-12-2019,18:29:00,23:59:00
Pouya,Stick Out,Stick Out,15-12-2019,18:29:00,23:59:00
Hiboky,Opposite Life,Opposite Life,14-12-2019,18:29:00,23:59:00
Eminem,Recovery,Not Afraid,06-12-2019,18:29:00,23:59:00
Taylor Davis,Gaming Fantasy,Sadness and Sorrow (Naruto),11-11-2019,18:29:00,23:59:00
Kasabian,Kasabian,Club Foot,07-11-2019,18:29:00,23:59:00
Toonorth,Adomania,Yesterday,29-10-2019,18:29:00,23:59:00
PewDiePie,Rewind Time,Rewind Time,25-10-2019,18:29:00,23:59:00
Eminem,Relapse,Beautiful,13-10-2019,18:29:00,23:59:00
The Weeknd,Dawn FM,Less Than Zero,16-01-2022,18:30:00,00:00:00
Swedish House Mafia,Moth to a Flame,Moth to a Flame (with The Weeknd),23-10-2021,18:30:00,00:00:00
Honors,Feel Better,Over,12-08-2021,18:30:00,00:00:00
Skillet,Awake,Hero,08-06-2021,18:30:00,00:00:00
The Weeknd,After Hours,In Your Eyes,14-11-2020,18:30:00,00:00:00
The Toxic Avenger,Globe Vol. 3,Spaced,01-10-2020,18:30:00,00:00:00
Banners,Where The Shadow Ends,Got It In You,09-09-2020,18:30:00,00:00:00
8 Graves,Black,Bury Me Low,04-04-2020,18:30:00,00:00:00
Hiboky,Opposite Life,Opposite Life,29-02-2020,18:30:00,00:00:00
Besomorph,You,You,19-02-2020,18:30:00,00:00:00
Home,Odyssey,Resonance,11-02-2020,18:30:00,00:00:00
The Weeknd,Starboy,I Feel It Coming,09-02-2020,18:30:00,00:00:00
The Weeknd,Heartless,Heartless,08-02-2020,18:30:00,00:00:00
Surfaces,Where the Light Is,Sunday Best,06-02-2020,18:30:00,00:00:00
League of Legends,Phoenix,Phoenix,27-01-2020,18:30:00,00:00:00
Post Malone,Hollywood's Bleeding,Die for Me (feat. Future & Halsey),15-10-2019,18:30:00,00:00:00
Diamante Eléctrico,Suéltame Bogotá,Suéltame Bogotá,30-11-2021,18:31:00,00:01:00
Avicii,TRUE,Wake Me Up,04-11-2021,18:31:00,00:01:00
Octavian,Papi Chulo,Papi Chulo,06-10-2021,18:31:00,00:01:00
The Weeknd,My Dear Melancholy,Call Out My Name,05-08-2021,18:31:00,00:01:00
BØRNS,Dopamine,Clouds,27-05-2021,18:31:00,00:01:00
Welshly Arms,Stand,Stand,16-01-2021,18:31:00,00:01:00
KISNOU,Invictus,Invictus,05-01-2021,18:31:00,00:01:00
MGMT,Oracular Spectacular,Time to Pretend,27-12-2020,18:31:00,00:01:00
League of Legends,Legends Never Die,Legends Never Die,11-09-2020,18:31:00,00:01:00
NGHTMRE,REDLIGHT,REDLIGHT,07-04-2020,18:31:00,00:01:00
Julia Aks,John Wick: Chapter 3 ? Parabellum (Original Motion Picture Soundtrack),Dance Of The Two Wolves,05-04-2020,18:31:00,00:01:00
deadmau5,The Veldt,The Veldt - Radio Edit,09-03-2020,18:31:00,00:01:00
Prismo,Black Hole Sun,Black Hole Sun,21-02-2020,18:31:00,00:01:00
KAVERI,Smell of the Rain,Smell of the Rain,13-02-2020,18:31:00,00:01:00
Eminem,Music to Be Murdered By,You Gon? Learn (feat. Royce Da 5'9 & White Gold),23-01-2020,18:31:00,00:01:00
The Weeknd,Heartless,Heartless,14-12-2019,18:31:00,00:01:00
Nivro,Hatred,Hatred,14-11-2019,18:31:00,00:01:00
Porter Robinson,Shelter,Shelter,11-11-2019,18:31:00,00:01:00
H.1,Past,Slowly,29-10-2019,18:31:00,00:01:00
Eminem,Relapse,Beautiful,11-10-2019,18:31:00,00:01:00
Layto,Houndin,Houndin,20-01-2021,18:32:00,00:02:00
The Weeknd,After Hours,Too Late,18-01-2021,18:32:00,00:02:00
The Neighbourhood,I'm Sorry...,Wires,14-11-2020,18:32:00,00:02:00
HMS Morris,Inspirational Talks,Phenomenal Impossible,17-09-2020,18:32:00,00:02:00
Joji,Daylight,Daylight,05-09-2020,18:32:00,00:02:00
Bertholet,Family at Work,The Ceremony,27-03-2020,18:32:00,00:02:00
Powfu,death bed (coffee for your head) (feat. beabadoobee),death bed (coffee for your head) (feat. beabadoobee),23-03-2020,18:32:00,00:02:00
League of Legends,Phoenix,Phoenix,29-02-2020,18:32:00,00:02:00
Besomorph,Like Always,Like Always,19-02-2020,18:32:00,00:02:00
MISSIO,Sing To Me,Sing To Me,26-01-2020,18:32:00,00:02:00
MISSIO,Sing To Me,Sing To Me,18-01-2020,18:32:00,00:02:00
Ghostemane,For The Aspiring Occultist,Seppuku (feat. Suicideboy$ & Jgrxxn),15-12-2019,18:32:00,00:02:00
Post Malone,Hollywood's Bleeding,Hollywood's Bleeding,17-10-2019,18:32:00,00:02:00
Apashe,Distance,Distance,16-01-2022,18:33:00,00:03:00
Honors,Feel Better,Over,14-08-2021,18:33:00,00:03:00
RL Grime,Stinger,Stinger,01-04-2021,18:33:00,00:03:00
Goa Trap Culture,Daboij,Actin' Tuff,31-01-2021,18:33:00,00:03:00
MISSIO,Sing To Me,Sing To Me,18-12-2020,18:33:00,00:03:00
Sarah Shook & the Disarmers,Years,What It Takes,19-11-2020,18:33:00,00:03:00
Black Thought,Good Morning,Good Morning (feat. Pusha T Swizz Beatz & Killer Mike),29-08-2020,18:33:00,00:03:00
Honors,Feel Better,Valleys,13-04-2020,18:33:00,00:03:00
The Weeknd,After Hours,After Hours,12-04-2020,18:33:00,00:03:00
Skrillex,Bangarang EP,Bangarang (feat. Sirah),05-04-2020,18:33:00,00:03:00
Bertholet,Family at Work,The Ceremony,27-03-2020,18:33:00,00:03:00
MISSIO,Sing To Me,Sing To Me,27-03-2020,18:33:00,00:03:00
Sachet Tandon,Mere Sohneya (From Kabir Singh),Mere Sohneya (From Kabir Singh),20-02-2020,18:33:00,00:03:00
League of Legends,Phoenix,Phoenix,08-02-2020,18:33:00,00:03:00
koste,Quicksand,Quicksand,05-02-2020,18:33:00,00:03:00
Eminem,Music to Be Murdered By,You Gon? Learn (feat. Royce Da 5'9 & White Gold),28-01-2020,18:33:00,00:03:00
Owl City,Ocean Eyes,Fireflies,27-01-2020,18:33:00,00:03:00
Layto,Houndin,Houndin,16-01-2020,18:33:00,00:03:00
League of Legends,Phoenix,Phoenix,14-01-2020,18:33:00,00:03:00
MISSIO,Sing To Me,Sing To Me,12-01-2020,18:33:00,00:03:00
Trevor Daniel,Falling,Falling,03-01-2020,18:33:00,00:03:00
ODESZA,A Moment Apart,A Moment Apart,19-12-2019,18:33:00,00:03:00
ODESZA,In Return,Bloom,06-12-2019,18:33:00,00:03:00
Parimal Shais,Kumari Kandam Traps Vol. I,Pharmaceutical,09-11-2019,18:33:00,00:03:00
Swedish House Mafia,Moth to a Flame,Moth to a Flame (with The Weeknd),13-11-2021,18:34:00,00:04:00
Honors,Feel Better,Control,06-10-2021,18:34:00,00:04:00
Low Hum,Room To Breathe,Nebraska,13-08-2021,18:34:00,00:04:00
Samurai,Never Fade Away,Never Fade Away,08-06-2021,18:34:00,00:04:00
Tame Impala,Currents,The Less I Know the Better,11-02-2021,18:34:00,00:04:00
The Weeknd,Beauty Behind the Madness,Often,17-01-2021,18:34:00,00:04:00
MGMT,Oracular Spectacular,Time to Pretend,26-10-2020,18:34:00,00:04:00
The Weeknd,After Hours,In Your Eyes,28-09-2020,18:34:00,00:04:00
The Reputations,Electric Power,Electric Power,18-09-2020,18:34:00,00:04:00
You Me at Six,VI,Back Again,09-09-2020,18:34:00,00:04:00
Apashe,Distance,Distance,07-04-2020,18:34:00,00:04:00
Daft Punk,Discovery,Harder Better Faster Stronger,04-04-2020,18:34:00,00:04:00
The Weeknd,Blinding Lights,Blinding Lights,13-02-2020,18:34:00,00:04:00
DROELOE,Only Be Me,Only Be Me,07-02-2020,18:34:00,00:04:00
koste,Quicksand,Quicksand,14-12-2019,18:34:00,00:04:00
The Weeknd,Heartless,Heartless,14-12-2019,18:34:00,00:04:00
PewDiePie,Mine All Day,Mine All Day,14-11-2019,18:34:00,00:04:00
Dido,No Angel,Thank You,05-08-2021,18:35:00,00:05:00
Beach House,Depression Cherry,Space Song,27-05-2021,18:35:00,00:05:00
Trevor Something,All Mine,All Mine,01-04-2021,18:35:00,00:05:00
Goa Trap Culture,Daboij,I've Had Enough,31-01-2021,18:35:00,00:05:00
Hikaru Utada,Face my Fears,Face My Fears (English Version),27-12-2020,18:35:00,00:05:00
The Neighbourhood,I'm Sorry...,Wires,14-11-2020,18:35:00,00:05:00
You Me at Six,VI,Back Again,14-11-2020,18:35:00,00:05:00
The Reputations,Electric Power,Electric Power,10-11-2020,18:35:00,00:05:00
Pastelle,Old Angels,Old Angels,31-10-2020,18:35:00,00:05:00
League of Legends,Legends Never Die,Legends Never Die,01-10-2020,18:35:00,00:05:00
Giant Rooks,Rookery,All We Are,05-09-2020,18:35:00,00:05:00
Layto,Little Poor Me,Little Poor Me,23-03-2020,18:35:00,00:05:00
League of Legends,As We Fall,As We Fall,09-03-2020,18:35:00,00:05:00
Confetti,Rob A Bank,Rob A Bank,29-02-2020,18:35:00,00:05:00
Welshly Arms,Legendary,Legendary,26-01-2020,18:35:00,00:05:00
Generdyn,Chronicles,Stand Alone (feat. Zayde Wølf),23-01-2020,18:35:00,00:05:00
Layto,Houndin,Houndin,18-01-2020,18:35:00,00:05:00
Honors,Feel Better,Valleys,07-01-2020,18:35:00,00:05:00
blackbear,hot girl bummer,hot girl bummer,21-12-2019,18:35:00,00:05:00
Pouya,1000 Rounds,1000 Rounds,15-12-2019,18:35:00,00:05:00
ODESZA,Loyal,Loyal,11-11-2019,18:35:00,00:05:00
Teminite,Unstoppable,Unstoppable,09-11-2019,18:35:00,00:05:00
Eminem,Recovery,Not Afraid,17-10-2019,18:35:00,00:05:00
Avicii,Now That's What I Call Pop,The Nights,13-10-2019,18:35:00,00:05:00
Giant Rooks,Rookery,All We Are,04-11-2021,18:36:00,00:06:00
Swedish House Mafia,Moth to a Flame,Moth to a Flame (with The Weeknd),26-10-2021,18:36:00,00:06:00
Danger,??,11:03,18-01-2021,18:36:00,00:06:00
Okta Logue,Tales Of Transit City,Transit,28-09-2020,18:36:00,00:06:00
Logic,No Pressure,Man I Is,11-09-2020,18:36:00,00:06:00
SAINt JHN,Roses (Imanbek Remix),Roses - Imanbek Remix,05-04-2020,18:36:00,00:06:00
Joji,BALLADS 1,SLOW DANCING IN THE DARK,04-04-2020,18:36:00,00:06:00
The Weeknd,My Dear Melancholy,Call Out My Name,27-03-2020,18:36:00,00:06:00
Besomorph,2977,2977 - VIP,19-02-2020,18:36:00,00:06:00
Jtwig,Embark,In The Mango,16-01-2020,18:36:00,00:06:00
Kendrick Lamar,DAMN.,HUMBLE.,14-01-2020,18:36:00,00:06:00
Smash Mouth,Astro Lounge,All Star,11-01-2020,18:36:00,00:06:00
Casper Caan,Last Chance,Last Chance,16-01-2022,18:37:00,00:07:00
Hundredth,Somewhere Nowhere,Bottle It Up,18-11-2021,18:37:00,00:07:00
The Weeknd,After Hours,Heartless,08-06-2021,18:37:00,00:07:00
PlayaPhonk,Keraunos,KERAUNOS,21-02-2021,18:37:00,00:07:00
Tame Impala,The Slow Rush,Borderline,01-12-2020,18:37:00,00:07:00
Kendrick Lamar,DAMN.,HUMBLE.,19-11-2020,18:37:00,00:07:00
Sarah Shook & the Disarmers,Years,What It Takes,19-11-2020,18:37:00,00:07:00
Apashe,Requiem,Majesty,18-09-2020,18:37:00,00:07:00
Banners,Where The Shadow Ends,Got It In You,09-09-2020,18:37:00,00:07:00
Magic Man,Before The Waves,Waves,13-04-2020,18:37:00,00:07:00
Apashe,The Good The Bad & The Fake,Good News,21-02-2020,18:37:00,00:07:00
deadmau5,Strobe,Strobe (Radio Edit),07-02-2020,18:37:00,00:07:00
The Weeknd,Blinding Lights,Blinding Lights,27-01-2020,18:37:00,00:07:00
Eminem,Music to Be Murdered By,You Gon? Learn (feat. Royce Da 5'9 & White Gold),20-01-2020,18:37:00,00:07:00
Jtwig,Embark,In The Mango,19-12-2019,18:37:00,00:07:00
Logic,Bobby Tarantino II,Everyday,06-12-2019,18:37:00,00:07:00
PVRIS,Arcane League of Legends (Soundtrack from the Animated Series),Snakes (from the series Arcane League of Legends),09-01-2022,18:38:00,00:08:00
Speck Joliet,Sophomore,Time Frame,12-12-2021,18:38:00,00:08:00
Hundredth,Somewhere Nowhere,Bottle It Up,13-11-2021,18:38:00,00:08:00
Rytbit,Pay You Tuesday,Pay You Tuesday,01-04-2021,18:38:00,00:08:00
MISSIO,Sing To Me,Sing To Me,11-02-2021,18:38:00,00:08:00
The Weeknd,Beauty Behind the Madness,Often,16-01-2021,18:38:00,00:08:00
Marcin Przybylowicz,Cyberpunk 2077 - Original Score,V,12-12-2020,18:38:00,00:08:00
The Reputations,Electric Power,Electric Power,10-12-2020,18:38:00,00:08:00
Pastelle,Old Angels,Old Angels,19-11-2020,18:38:00,00:08:00
Hikaru Utada,Face my Fears,Face My Fears (English Version),15-11-2020,18:38:00,00:08:00
Ronald Jenkees,Mindful,Mindful,14-11-2020,18:38:00,00:08:00
MGMT,Oracular Spectacular,Time to Pretend,09-11-2020,18:38:00,00:08:00
HMS Morris,Inspirational Talks,Phenomenal Impossible,31-10-2020,18:38:00,00:08:00
Gorillaz,Song Machine Season One: Strange Timez (Deluxe),How Far? (feat. Tony Allen and Skepta),27-10-2020,18:38:00,00:08:00
The Toxic Avenger,Globe Vol. 3,Spaced,26-10-2020,18:38:00,00:08:00
The Chain Gang of 1974,The Music of Grand Theft Auto V Vol. 1: Original Music,Sleepwalking,15-10-2020,18:38:00,00:08:00
The Tech Thieves,The Red EP,Heart Made of Stone,09-03-2020,18:38:00,00:08:00
Coopex,On the Line,On the Line,19-02-2020,18:38:00,00:08:00
Honors,Feel Better,Over,23-01-2020,18:38:00,00:08:00
Smallpools,LOVETAP!,Dreaming,18-01-2020,18:38:00,00:08:00
Kendrick Lamar,DAMN.,DNA.,03-01-2020,18:38:00,00:08:00
Pouya,1000 Rounds,1000 Rounds,21-12-2019,18:38:00,00:08:00
Pouya,1000 Rounds,1000 Rounds,15-12-2019,18:38:00,00:08:00
Jtwig,Embark,In The Mango,14-12-2019,18:38:00,00:08:00
Eminem,Curtain Call (Deluxe),Lose Yourself - From 8 Mile Soundtrack,11-11-2019,18:38:00,00:08:00
Avicii,The Days / Nights,The Nights,13-10-2019,18:38:00,00:08:00
Post Malone,Hollywood's Bleeding,Die for Me (feat. Future & Halsey),13-10-2019,18:38:00,00:08:00
Andrew Huang,Liftoff,Liftoff,01-04-2021,18:39:00,00:09:00
Mctr,FADE,FADE,21-02-2021,18:39:00,00:09:00
Vorsa,Avoiding,Avoiding,13-12-2020,18:39:00,00:09:00
Okta Logue,Tales Of Transit City,Transit,13-11-2020,18:39:00,00:09:00
Tame Impala,The Slow Rush,Borderline,11-11-2020,18:39:00,00:09:00
Joji,Gimme Love,Gimme Love,10-11-2020,18:39:00,00:09:00
ODESZA,A Moment Apart,A Moment Apart,01-10-2020,18:39:00,00:09:00
Joji,Nectar,Ew,24-09-2020,18:39:00,00:09:00
You Me at Six,VI,Back Again,05-09-2020,18:39:00,00:09:00
Hikaru Utada,Face my Fears,Face My Fears - English Version,12-04-2020,18:39:00,00:09:00
Daft Punk,Discovery,Harder Better Faster Stronger,05-04-2020,18:39:00,00:09:00
The 5:55,The Five Fifty Five,The Edge,02-04-2020,18:39:00,00:09:00
MISSIO,The Darker the Weather // The Better the Man,I See You,23-03-2020,18:39:00,00:09:00
Welshly Arms,Legendary,Legendary,16-01-2020,18:39:00,00:09:00
RL Grime,Formula,Formula,14-01-2020,18:39:00,00:09:00
bbno$,i don't care at all,gone,19-12-2019,18:39:00,00:09:00
Porter Robinson,Shelter,Shelter,12-11-2019,18:39:00,00:09:00
Eminem,Curtain Call (Deluxe),Mockingbird,22-10-2019,18:39:00,00:09:00
Hopex,Insanity,Insanity,17-10-2019,18:39:00,00:09:00
